"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"DATAOPPRINNELSE";"DATO REGISTRERT";"DEKKEBREDDE (M)";"GEOMETRI, HJELPELINJE";"KJØREBANEBREDDE (M)";"MÅLEMETODE";"VEGBREDDE, TOTALT (M)";"KOMMUNE";"KOMMUNENUMMER";"FYLKE";"FYLKESNUMMER";"RIKSVEGRUTE";"KONTRAKTSOMRÅDE";"VEGSYSTEMREFERANSE";"VEGKATEGORI";"FASE";"VEGNUMMER";"STREKNING";"STREKNING.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"TYPEVEG";"GEOMETRI"
"82233563";"583";"1";"1";"1950-01-01";"";"2022-02-02T14:59:16";"Generert fra Tverrprofilobjektet (ID 528)";"1990-10-03";"7,6";"";"6,5";"";"8,5";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5452 S1D1 m3934-3948";"Fylkesveg";"Eksisterende";"5452";"1";"1";"3933,869";"3947,691";"805840";"0,4432439";"0,44502058";"WITH";"";"enkelBilveg";"LINESTRING Z(-26558.472 6756083.143 4.94, -26562.08 6756091.5 5.69, -26565.675 6756100.329 6.01)"
"82233563";"583";"1";"0";"1950-01-01";"";"2022-02-02T14:59:16";"Generert fra Tverrprofilobjektet (ID 528)";"1990-10-03";"7,6";"";"6,5";"";"8,5";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5452 S1D1 m3948-4034";"Fylkesveg";"Eksisterende";"5452";"1";"1";"3947,691";"4033,519";"805840";"0,44502058";"0,45457685";"WITH";"";"enkelBilveg";"LINESTRING Z(-26565.675 6756100.329 6.01, -26571.45 6756109.48 7.04, -26576.91 6756118.39 8.27, -26579.05 6756121.45 8.74, -26589.86 6756136.58 10.61, -26600.01 6756149.71 11.8, -26613.84 6756167 13.53, -26614.332 6756167.664 13.572)"
"82233587";"583";"1";"1";"1950-01-01";"";"2019-11-01T08:53:05";"Generert fra Tverrprofilobjektet (ID 528)";"1997-12-05";"14,4";"";"13,2";"Målt i kart/ortofoto";"11,1";"Vaksdal";"4628";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"1261 Voss og Hardanger 2016-2021,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2022-2023),1206 Voss 2019-2024,Vegoppmerking Vest,9353 Hardanger og Sogn 2022-2027 (Feb-Jun),9353 Hardanger og Sogn 2022-2027 (Jun-Okt),9352 Bergen 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9304 Bergen 2021-2026";"EV16 S5D1 m3939-4037";"Europaveg";"Eksisterende";"16";"5";"1";"3938,874";"4037,245";"805603";"0,10353302";"0,11325707";"WITH";"";"kanalisertVeg";"LINESTRING Z(-7625.827 6740514.335 45.13, -7627.247 6740510.274 45.13, -7627.74 6740508.812 45.186, -7628.772 6740506.162 45.303, -7630.7 6740501.2 45.53, -7632.7 6740495.2 45.73, -7634.8 6740489.3 46.03, -7639.269 6740475.679 46.43, -7642.2 6740466.302 46.43, -7646.3 6740452 46.83, -7648.8 6740442.4 47.13, -7650.2 6740436.2 47.23, -7653.4 6740421.9 47.43, -7653.762 6740420.173 47.515)"
"82233726";"583";"1";"1";"1950-01-01";"";"2021-01-20T15:53:26";"Overført fra PMS/Dekke";"1998-09-01";"5,4";"";"";"";"";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5474 S1D1 m36-1602";"Fylkesveg";"Eksisterende";"5474";"1";"1";"36,163";"1601,753";"805511";"0,00567964";"0,25363472";"WITH";"";"enkelBilveg";"LINESTRING Z(-30492.378 6758185.508 58.486, -30492.8 6758188.6 58.308, -30494.3 6758194.3 57.908, -30496.2 6758200.3 57.508, -30497.59 6758205.3 57.008, -30498.91 6758209.5 56.608, -30500.2 6758213.8 56.208, -30500.8 6758215.7 56.008, -30503 6758221.3 55.408, -30505.3 6758227.2 54.908, -30508.09 6758233 54.608, -30508.7 6758234.3 54.608, -30511.41 6758239.3 54.408, -30514.8 6758245.6 54.108, -30516.5 6758248.4 54.008, -30519.91 6758254.5 53.708, -30523.91 6758261.6 53.508, -30527.09 6758267.3 53.408, -30532.3 6758274.5 53.208, -30537.7 6758281.6 52.908, -30542.8 6758289.1 52.708, -30543.91 6758290.4 52.608, -30544.8 6758291.7 52.608, -30548.91 6758297.3 52.408, -30554.41 6758306.3 52.108, -30560.3 6758316.4 51.608, -30565.59 6758326.2 50.408, -30571.5 6758337.2 49.008, -30577.8 6758347.7 47.708, -30583 6758356 46.408, -30589 6758364.3 45.208, -30591.41 6758368.1 44.708, -30596.91 6758375 43.708, -30598 6758376.4 43.508, -30603.2 6758382.2 43.308, -30611.2 6758390 42.408, -30620.59 6758397 41.308, -30630.8 6758402.9 40.407, -30641.8 6758407.3 40.007, -30643.8 6758408 39.907, -30649.2 6758410.2 39.607, -30655.2 6758412 39.607, -30662.8 6758414.3 39.607, -30671 6758416.7 39.707, -30680.2 6758419.4 40.107, -30686.3 6758422 40.507, -30695.09 6758426.3 41.107, -30700.2 6758430 41.207, -30705.8 6758434.8 41.207, -30714 6758443.3 41.107, -30720.7 6758453.8 41.007, -30724.09 6758460.8 40.907, -30727.7 6758470.5 40.907, -30728.7 6758476.7 40.807, -30727.59 6758489.7 40.807, -30726.09 6758500.6 41.107, -30725.5 6758508.7 41.607, -30727.2 6758518.4 41.607, -30727.41 6758523.5 41.307, -30728.09 6758526.4 41.107, -30733.3 6758535.6 40.407, -30737 6758543.8 39.707, -30740.59 6758555.6 39.007, -30744.8 6758568.4 39.407, -30748.2 6758581.8 39.507, -30752.41 6758597.9 39.007, -30755.3 6758609.7 38.707, -30758.09 6758628.8 38.707, -30757.5 6758637.4 39.207, -30756.59 6758648.2 39.807, -30756.7 6758662.6 41.407, -30755.59 6758674.7 41.607, -30755.2 6758689.7 41.307, -30756.5 6758696.5 41.007, -30756.91 6758697.5 41.007, -30761.41 6758710.9 40.507, -30766.59 6758723.5 40.007, -30772.8 6758737.1 39.507, -30779.2 6758750.3 39.307, -30785.09 6758765.1 39.807, -30791.5 6758778.6 40.607, -30798.2 6758791.4 41.207, -30804.59 6758804.3 41.907, -30810.3 6758817.7 42.107, -30816.59 6758832.4 41.507, -30823.3 6758846.4 40.907, -30830.7 6758860.2 40.207, -30837.3 6758870.9 39.707, -30839.41 6758874.6 39.607, -30847.2 6758889.7 38.907, -30856.09 6758904.6 38.207, -30864.8 6758919.6 38.107, -30873.5 6758934.8 38.107, -30882 6758950.5 38.007, -30883 6758952.8 37.907, -30883.09 6758954.4 37.807, -30886 6758960.4 37.807, -30889.3 6758968.4 37.807, -30894.5 6758977.3 37.807, -30900 6758986.6 37.807, -30906.2 6758996 37.807, -30912.5 6759006.5 37.807, -30918.3 6759017 37.907, -30924.2 6759027.5 38.607, -30925.7 6759030.7 38.607, -30927.3 6759034.1 38.607, -30931.8 6759046 38.207, -30937.7 6759058.3 37.907, -30943 6759071.2 37.507, -30947.91 6759084.3 37.007, -30951.2 6759094.9 36.407, -30955.8 6759108.7 35.707, -30961.09 6759122.5 35.107, -30965.09 6759130.4 34.607, -30968.7 6759138.2 34.207, -30972.3 6759150.2 33.507, -30973.7 6759154.1 33.307, -30977.09 6759163.2 32.907, -30982.91 6759176.3 32.307, -30988 6759187.8 31.707, -30994.59 6759199.1 30.907, -31003.09 6759210.8 30.107, -31011.59 6759222.8 29.307, -31019 6759235.6 28.607, -31025.2 6759244.4 28.207, -31030.8 6759252.9 27.707, -31038 6759263.5 27.107, -31045.3 6759275.3 26.507, -31052.8 6759287.7 26.007, -31060.41 6759300.9 25.607, -31065.3 6759312.1 25.307, -31070.7 6759324.1 25.007, -31078 6759337.7 24.707, -31087 6759350.7 24.407, -31093.59 6759362.4 24.407, -31100.5 6759376.3 24.407, -31106.3 6759386.4 24.507, -31108.7 6759390.7 24.507, -31115.09 6759402.7 24.807, -31122.41 6759416.6 25.307, -31130.2 6759430.8 25.907, -31138.2 6759444.7 25.807, -31145.59 6759457.2 25.607, -31149.41 6759463.5 25.307, -31152.3 6759468.6 25.107, -31159.2 6759481.5 24.507, -31164.3 6759495.5 23.907, -31170.2 6759509.5 23.407, -31175.5 6759524.3 22.907, -31182.5 6759536.789 22.402)"
"82233729";"583";"1";"1";"1950-01-01";"";"2022-01-27T14:27:35";"Overført fra PMS/Dekke";"1982-12-31";"3,4";"";"";"";"";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5472 S1D1 m4-804";"Fylkesveg";"Eksisterende";"5472";"1";"1";"3,688";"803,705";"805844";"9,5913E-4";"0,19071358";"WITH";"";"enkelBilveg";"LINESTRING Z(-31187.534 6759548.534 20.716, -31185.89 6759552.46 20.27, -31185.52 6759555.39 20.02, -31185.48 6759557.37 19.87, -31185.55 6759558.84 19.71, -31185.8 6759560.65 19.54, -31187.15 6759565.08 19.02, -31188.77 6759569.93 18.49, -31190.24 6759573.79 18.15, -31191.18 6759576.28 17.93, -31192.44 6759579.86 17.61, -31192.77 6759580.76 17.54, -31194.32 6759584.92 17.18, -31195.44 6759587.97 16.95, -31199.47 6759598.84 16.11, -31203.67 6759609.31 15.22, -31205.41 6759614.28 14.85, -31207.09 6759618.67 14.43, -31207.9 6759620.93 14.27, -31210.32 6759629.61 13.57, -31211.16 6759637.73 12.98, -31209.92 6759641.14 12.8, -31209.47 6759642.38 12.73, -31208.88 6759643.46 12.69, -31207.08 6759646.36 12.41, -31204.88 6759649.83 12.12, -31203.69 6759651.78 12.01, -31199.41 6759657.78 11.71, -31198.47 6759659.09 11.65, -31197.07 6759661.24 11.58, -31196.15 6759663.18 11.62, -31195.65 6759664.47 11.64, -31194.93 6759666.32 11.66, -31194.28 6759668.02 11.66, -31193.71 6759670.16 11.68, -31192.86 6759674.86 11.74, -31192.37 6759680.56 11.7, -31192.27 6759688.21 11.68, -31192.5 6759694.72 11.93, -31193.07 6759701.25 12.22, -31194.1 6759709.23 12.75, -31195.08 6759715.81 13.25, -31195.51 6759717.49 13.37, -31195.94 6759719.15 13.49, -31198.21 6759726.95 14, -31200.88 6759735.95 14.54, -31203.31 6759743.56 14.98, -31206.29 6759752.6 15.52, -31209.57 6759762.64 16.31, -31210.19 6759764.54 16.71, -31211.13 6759767.19 17, -31212.28 6759770.75 17.15, -31215.04 6759779.27 17.58, -31215.33 6759780.17 17.62, -31215.97 6759782.14 17.73, -31216.46 6759783.66 17.86, -31218.26 6759789.24 18.35, -31221.21 6759799.08 19.04, -31221.75 6759801.64 19.26, -31222.62 6759805.78 19.62, -31222.84 6759806.86 19.71, -31223.59 6759812.57 20.04, -31223.65 6759813.62 20.1, -31223.9 6759818.13 20.36, -31223.82 6759823.13 20.57, -31223.65 6759824.48 20.64, -31222.82 6759833.89 21.02, -31222.72 6759834.82 21.06, -31222.22 6759838.34 21.21, -31221.56 6759843.43 21.48, -31221.19 6759846.2 21.67, -31221.11 6759852.73 22.2, -31221.29 6759855.78 22.38, -31221.73 6759865.41 22.97, -31221.79 6759866.61 23.04, -31222.08 6759873.02 23.44, -31221.7 6759881.2 23.74, -31221.44 6759885.72 24.02, -31221.21 6759889.79 24.27, -31221.3 6759899.07 24.79, -31221.84 6759907.31 25.45, -31222.09 6759913.95 26, -31221.99 6759916.62 26.19, -31221.67 6759920.33 26.43, -31221.35 6759924.02 26.67, -31220.64 6759928.5 26.85, -31219.58 6759932.73 26.83, -31219.26 6759934.03 26.83, -31218.36 6759937.69 26.81, -31216.7 6759942.2 25.807, -31215.09 6759948.1 25.507, -31213 6759955.3 25.507, -31209.903 6759962.407 25.607, -31205.87 6759970.475 25.607, -31203.772 6759974.025 25.607, -31197.317 6759979.189 25.507, -31191.01 6759985.11 26.35, -31181.72 6759994.14 26.33, -31172.42 6760003.42 27.03, -31162.91 6760013.29 28.08, -31154.42 6760022.08 29.16, -31145.73 6760030.96 30.5, -31139.6 6760037.06 31.44, -31136.22 6760040.43 31.97, -31135.74 6760040.91 32.04, -31128.96 6760048.55 32.84, -31125.56 6760052.44 33.54, -31122.59 6760056.54 33.99, -31121.05 6760059.17 34.24, -31120.09 6760061.54 34.5, -31118.8 6760065.61 35.01, -31116 6760072.95 35.73, -31113.411 6760079.554 36.007, -31108.56 6760088.72 37.3, -31105.9 6760092.88 37.74, -31105.22 6760093.8 37.86, -31103.1 6760096.33 38.25, -31100.18 6760099.58 38.63, -31093.81 6760106.11 39.59, -31082.88 6760118.51 41.15, -31079.16 6760122.84 41.81, -31068.11 6760135.79 43.42, -31064.53 6760141.39 44.21, -31062.36 6760145.65 44.56, -31061.14 6760147.97 44.77, -31058.47 6760153.64 45.19, -31057.87 6760154.98 45.29, -31054.8 6760161.75 45.81, -31053.68 6760164.46 46.05, -31049.33 6760173.82 46.73, -31047.55 6760177.57 46.96, -31043.66 6760185.79 47.6, -31040.71 6760192.15 48.03, -31039.69 6760194.33 48.18, -31038.43 6760197.06 48.41, -31037.17 6760199.86 48.65, -31034.37 6760206.7 49.17, -31033.57 6760208.93 49.31, -31033.28 6760209.73 49.36, -31032.4 6760212.62 49.55, -31032.27 6760213.49 49.7, -31030.91 6760217.96 49.99, -31026.18 6760233.47 50.99, -31022.27 6760245.85 52.02, -31022.115 6760251.585 52.208, -31022.08 6760254.21 52.38, -31024.462 6760259.217 52.148, -31030.61 6760264.52 53.02)"
"82233748";"583";"1";"1";"1950-01-01";"";"2022-01-27T09:19:50";"Overført fra PMS/Dekke";"1991-12-11";"6,1";"";"";"";"";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5464 S2D1 m2051-4220";"Fylkesveg";"Eksisterende";"5464";"2";"1";"2051,173";"4219,889";"805841";"0,59250996";"0,81167683";"WITH";"";"enkelBilveg";"LINESTRING Z(-26467.406 6762494.27 56.14, -26461.2 6762499.7 56.312, -26454.9 6762504.8 56.612, -26449.4 6762510.1 56.812, -26444 6762515.8 57.112, -26438.6 6762521.5 57.212, -26436.7 6762523.4 57.312, -26432.9 6762526.8 57.312, -26427.3 6762532.3 57.412, -26421.6 6762537.9 57.712, -26416.2 6762543 58.112, -26410.6 6762547.9 58.612, -26404.9 6762552.7 58.912, -26400.1 6762557.4 58.112, -26395.9 6762561.7 57.412, -26390.6 6762566.6 57.412, -26385.7 6762571.1 57.412, -26380.4 6762575.9 57.712, -26377.8 6762578.2 57.712, -26375.8 6762579.9 57.612, -26370.9 6762584.2 56.912, -26367.1 6762587.5 56.712, -26361.9 6762591.9 56.912, -26357.6 6762596.8 56.912, -26353.2 6762601.1 56.712, -26348.8 6762605.6 56.412, -26344.6 6762609.7 56.112, -26340.5 6762613.5 55.912, -26335.7 6762618 55.512, -26331.1 6762622.3 55.112, -26327.1 6762625.9 54.812, -26322.3 6762629.8 54.512, -26317.5 6762634.3 54.212, -26313.8 6762637.6 54.012, -26310.5 6762641.1 53.712, -26306.4 6762645.6 53.612, -26300.7 6762650.6 53.512, -26294.2 6762656.4 53.412, -26291.9 6762659 53.412, -26288.6 6762662.3 53.312, -26283 6762667.7 53.112, -26277.9 6762671.8 53.012, -26273.2 6762675.7 52.312, -26269.4 6762679.4 52.212, -26267 6762681.8 52.812, -26259.79 6762690.42 52.93, -26257.82 6762692.49 52.96, -26249.35 6762701.49 53.24, -26241.59 6762709.99 53.48, -26235.14 6762717.54 53.48, -26231.88 6762721.59 53.57, -26228.81 6762726.23 53.67, -26227.33 6762728.74 53.72, -26225.86 6762731.24 53.68, -26223.98 6762734.43 53.62, -26223.27 6762735.9 53.58, -26220.87 6762740.96 53.43, -26219.43 6762744.19 53.34, -26218.28 6762747.28 53.2, -26217.43 6762749.54 53.01, -26216.11 6762753 52.73, -26214.31 6762759.39 52.16, -26212.8 6762765.74 51.69, -26212.48 6762767.82 51.5, -26212.3 6762769.6 51.35, -26211.6 6762777.01 50.7, -26211.41 6762784.92 49.76, -26211.4 6762787.91 49.57, -26211.52 6762790.29 49.33, -26211.8 6762795.53 48.81, -26214.73 6762811.36 48.09, -26217.62 6762827.01 47.38, -26228.07 6762866.19 45.14, -26233.54 6762886.35 43.77, -26240.57 6762907.54 42.25, -26247.35 6762925.62 40.98, -26257.3 6762947.4 39.62, -26259.83 6762952.93 39.27, -26270 6762973.74 38.45, -26276.69 6762986.16 38.26, -26283.71 6762999.79 38.21, -26293.74 6763017.02 38.32, -26296.2 6763020.49 38.27, -26303.23 6763030.16 38.09, -26310.23 6763039.31 37.85, -26317.71 6763048.75 37.76, -26320.74 6763052.27 37.62, -26328.03 6763061.12 37.57, -26330.07 6763063.56 37.57, -26336.27 6763070.3 37.62, -26343.27 6763077.59 37.57, -26345.58 6763079.81 37.47, -26353.86 6763087.5 37.43, -26355.41 6763088.94 37.43, -26360.21 6763093.85 37.43, -26361.81 6763095.52 37.43, -26369.05 6763104.18 37.43, -26372.15 6763107.92 37.43, -26374.74 6763110.95 37.4, -26380.5 6763117.66 37.33, -26383.02 6763120.31 37.19, -26388.13 6763126.02 37.19, -26391.92 6763130.26 37.19, -26400.63 6763139.81 37.43, -26408.42 6763148.59 37.52, -26416.48 6763157.51 37.52, -26426.2 6763168.06 37.47, -26437.34 6763180.96 37.57, -26438.57 6763182.35 37.59, -26441.29 6763185.4 37.62, -26452.08 6763197.51 37.71, -26454.4 6763200.06 37.76, -26463.59 6763210.36 37.85, -26467.31 6763214.39 37.85, -26477.83 6763225.82 37.8, -26487.13 6763235.88 37.9, -26495.14 6763244.53 38.09, -26498.49 6763248.28 38.18, -26503.54 6763253.9 38.25, -26505.95 6763256.57 38.28, -26506.5 6763257.22 38.3, -26508.14 6763259.15 38.37, -26512.35 6763264.2 38.4, -26514.18 6763266.4 38.42, -26516.52 6763269.38 38.52, -26520.72 6763275.07 38.7, -26524.85 6763280.86 38.8, -26525.84 6763282.38 38.83, -26529.54 6763287.98 38.94, -26533.38 6763294.08 39.03, -26536.95 6763300.2 39.08, -26538.96 6763304.06 39.18, -26539.65 6763305.39 39.21, -26540.66 6763307.32 39.31, -26542.1 6763310.68 39.31, -26543.82 6763315.3 39.27, -26545.37 6763320.7 39.31, -26545.95 6763323.33 39.41, -26546.73 6763328.3 39.5, -26547.14 6763330.85 39.55, -26547.4 6763335.35 39.59, -26547.66 6763340.32 39.64, -26547.81 6763343.16 39.69, -26547.83 6763352.4 39.88, -26547.6 6763355.5 40.513, -26547.6 6763363.56 40.02, -26547.64 6763367.64 40.07, -26547.1 6763375.01 40.27, -26546.99 6763376.52 40.31, -26545.93 6763386.66 40.53, -26544.71 6763393.98 40.64, -26544.22 6763396.2 40.68, -26542.51 6763402.41 40.78, -26541.67 6763404.75 40.82, -26539.44 6763411.29 40.97, -26536.81 6763417.45 41.06, -26533.42 6763424.62 41.2, -26532.04 6763427.09 41.2, -26528.79 6763432.67 41.15, -26525.01 6763438.31 41.06, -26523.3 6763440.66 41.11, -26519.89 6763445.16 41.11, -26518.35 6763446.97 41.11, -26517.07 6763448.47 41.11, -26515.61 6763450.26 41.11, -26510.25 6763455.89 41.2, -26508.13 6763457.91 41.25, -26502.09 6763465.43 41.58, -26499.48 6763468.5 41.67, -26491.7 6763473.1 42.913, -26485.2 6763478.3 43.213, -26478.8 6763483.7 42.813, -26472.7 6763489.4 42.413, -26465.8 6763494.6 42.513, -26459.3 6763499.5 42.813, -26452.3 6763504.6 43.213, -26448.8 6763507.4 43.413, -26447.5 6763508.3 43.513, -26440.6 6763513.3 43.913, -26434.1 6763518.5 44.013, -26428.1 6763523.5 43.913, -26423.5 6763527.9 43.913, -26418 6763533.2 43.913, -26411.8 6763538.4 43.813, -26406.9 6763542.6 43.813, -26400.2 6763547.4 43.713, -26393.26 6763551.529 43.323, -26389.6 6763553.7 43.113, -26386.6 6763555.2 43.113, -26380.8 6763557.1 42.913, -26374.3 6763559.6 42.913, -26366.9 6763562.3 43.613, -26362.8 6763563.8 44.013, -26353.8 6763566 44.713, -26349.3 6763567.2 45.213, -26345.1 6763568.3 45.613, -26341.1 6763569.1 45.913, -26333.5 6763572.2 46.513, -26326.6 6763574 46.913, -26316.3 6763575.8 47.413, -26308.5 6763578.9 47.913, -26303.5 6763580.7 48.113, -26295.8 6763583.8 48.413, -26291.4 6763585.5 48.413, -26283.7 6763588.1 48.913, -26278.44 6763589.18 49.413, -26276.9 6763589.6 49.613, -26270.8 6763590.6 50.413, -26263.8 6763592.5 51.313, -26256.2 6763594.1 51.913, -26249.3 6763596.2 52.413, -26242 6763597.4 53.013, -26238.7 6763598.3 53.213, -26232.3 6763600.2 53.613, -26225.1 6763603 54.113, -26218.4 6763605 54.513, -26213.9 6763606.2 54.713, -26207.6 6763609.2 54.913, -26200.8 6763612 55.113, -26195 6763613.8 55.313, -26189.6 6763616.6 55.413, -26183.8 6763619.8 55.613, -26178.8 6763623.3 55.713, -26173.1 6763626.9 55.813, -26169 6763629.6 56.113, -26164.2 6763633 56.413, -26162.11 6763635.3 56.513, -26160.71 6763637.15 56.118, -26159.94 6763638.11 55.908, -26158.81 6763639.52 55.6, -26157.93 6763640.71 55.55, -26157.46 6763641.44 55.52, -26155.68 6763644.16 55.41, -26153.67 6763647.92 55.08, -26151.7 6763652.1 54.84, -26151.18 6763653.75 54.71, -26150.36 6763656.3 54.51, -26149.08 6763661.3 54.18, -26147.8 6763667.25 53.8, -26147.07 6763672.01 53.62, -26146.74 6763675.05 53.47, -26145.58 6763683.4 53, -26144.88 6763688.89 52.58, -26144.71 6763690.5 52.48, -26144.56 6763695.4 52.15, -26144.55 6763697.46 51.96, -26144.74 6763703.29 51.82, -26144.91 6763705.58 51.68, -26145.37 6763709.9 51.3, -26146.09 6763714.34 51.07, -26147.07 6763719.44 50.74, -26148.21 6763724.2 50.36, -26148.81 6763726.14 50.22, -26149.6 6763728.78 50.07, -26150.05 6763730.3 49.98, -26151.89 6763735.29 49.56, -26152.77 6763737.69 49.37, -26154.75 6763742.87 48.9, -26156.89 6763748.07 48.61, -26157.66 6763749.69 48.47, -26159.76 6763754.12 48.19, -26161.78 6763757.98 47.96, -26162.28 6763758.93 47.9, -26165.07 6763763.66 47.57, -26165.74 6763764.8 47.48, -26167.36 6763767.51 47.25, -26169.42 6763770.99 46.96, -26172.41 6763775.52 46.68, -26179.88 6763787.03 45.97, -26180.27 6763787.61 45.92, -26187.41 6763798.15 45.03, -26196.84 6763812.86 44.2, -26204.58 6763824.94 43.2, -26212.53 6763837.18 42.29, -26220.19 6763849.41 41.41, -26224.97 6763857.66 40.86, -26229.3 6763865.95 40.24, -26230.84 6763869.32 40.05, -26234.02 6763877.72 39.54, -26234.46 6763878.87 39.47, -26238 6763888.42 39.04, -26242.51 6763898.39 38.38, -26245.37 6763904.37 38.03, -26251.02 6763917.31 37.37, -26256.85 6763930.55 36.76, -26261.39 6763941.71 36.2, -26263.28 6763946.62 35.98, -26268.38 6763962.05 35.57, -26271.98 6763974.08 35.21, -26274.91 6763984.74 34.93, -26277.69 6763994.51 34.69, -26278.41 6763996.89 34.64, -26279.27 6763999.7 34.58, -26280.57 6764003.9 34.45, -26282.39 6764010.56 34.27, -26283.75 6764015.95 34.12, -26284.81 6764019.94 33.98, -26285.13 6764021.12 33.94, -26285.91 6764023.95 33.86, -26286.53 6764026.2 33.79, -26287.44 6764029.85 33.7, -26287.77 6764031.25 33.7, -26289.01 6764035.41 33.65, -26291.55 6764043.81 33.46, -26291.93 6764045.06 33.45, -26292.75 6764047.68 33.42, -26295.29 6764053.96 33.23, -26296.08 6764056.02 33.18, -26296.61 6764057.1 33.13, -26300.66 6764064.91 32.9, -26302.56 6764068.68 32.8, -26308.5 6764078.34 32.38, -26310.84 6764081.74 32.2, -26315.44 6764088.39 32.04, -26320.52 6764095.2 31.872, -26326.14 6764102.15 31.696, -26327.62 6764103.89 31.65, -26331 6764107.92 31.547, -26335.96 6764113.46 31.4, -26342.67 6764120.6 31.206, -26353.17 6764131.56 30.906, -26364.65 6764143.28 30.582, -26370.69 6764149.44 30.411, -26372.016 6764150.771 30.374)"
"82233749";"583";"1";"1";"1950-01-01";"";"2022-01-27T09:19:50";"Overført fra PMS/Dekke";"1999-10-21";"5,7";"";"";"";"";"Alver";"4631";"Vestland";"46";"";"E1260 Hordaland vest 2016-2022,4611 Tunnel 2021-2025,1203 Nordhordland 2019-2024,E4651 Bergen";"FV5464 S2D1 m1668-2051";"Fylkesveg";"Eksisterende";"5464";"2";"1";"1667,908";"2051,173";"805841";"0,55385905";"0,59250996";"WITH";"";"enkelBilveg";"LINESTRING Z(-26642.39 6762177.237 57.835, -26642.3 6762178.3 57.812, -26641.9 6762188.8 57.612, -26641.7 6762198.9 57.312, -26641.6 6762206.9 56.612, -26641.7 6762214.3 56.012, -26642.1 6762221.5 56.112, -26642 6762222.6 56.112, -26641.4 6762233.7 56.312, -26641.5 6762238.3 56.412, -26641.6 6762241.3 56.512, -26641.6 6762248.6 56.412, -26641.6 6762255.3 56.012, -26641.6 6762262 55.712, -26641.3 6762268 55.812, -26640.9 6762271.7 55.912, -26640.8 6762273.1 56.012, -26639.7 6762278.9 56.112, -26638.4 6762285 56.212, -26636.6 6762290.2 56.212, -26635 6762295.4 56.212, -26633.4 6762300.5 56.212, -26632.2 6762305 56.212, -26630.9 6762309.1 56.212, -26628.7 6762314 55.912, -26627.7 6762316.3 55.812, -26620.3 6762330.5 56.112, -26613.3 6762344.2 56.412, -26607.7 6762356 56.812, -26601.1 6762364.3 57.112, -26596.2 6762370.3 57.012, -26587.9 6762379.9 56.112, -26580 6762388 55.512, -26576.8 6762391 55.312, -26572.5 6762394.9 55.112, -26568 6762399 54.912, -26560.3 6762405.4 54.612, -26552.5 6762412 54.312, -26549.5 6762414 54.212, -26544.9 6762418.9 54.112, -26538.9 6762424.6 54.012, -26532.4 6762429.8 53.812, -26525.8 6762436.5 53.212, -26519.4 6762442.5 53.412, -26513.3 6762448.5 53.712, -26507.2 6762454.6 54.112, -26501.6 6762460.1 54.412, -26495.8 6762465.4 54.612, -26493 6762468 54.812, -26487.2 6762474.2 55.112, -26483.3 6762477.9 55.412, -26478.6 6762482.4 55.712, -26475 6762486.5 55.912, -26471.2 6762491 56.012, -26470 6762491.9 56.112, -26468.4 6762493.4 56.112, -26467.406 6762494.27 56.14)"
