"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"ANRIKING";"AREAL";"ASSOSIERT ENTREPRENØR";"AVSTRØING";"BETONGFASTHET";"BUDSJETT";"DEKKEBREDDE, GJ.SNITT";"DEKKELEGGINGSDATO";"DEKKETYKKELSE";"DEKKEVARIANT";"FIBERTILSETNING";"FORKILING";"FORSEGLING";"FORVARMING";"GEOMETRI, FLATE";"GEOMETRI, HJELPELINJE";"GUMMITILSETNING";"KOSTNAD";"LAGTYPE";"LAVTEMPERATURASFALT";"MASSEFORBRUK";"MASSETYPE";"MERKNAD";"MODIFISERT BINDEMIDDEL";"POLYPROPYLEN";"PROSJEKTREFERANSE";"REPAVER";"RESEPTNUMMER";"SPESIAL STEINMATERIALE";"SPESIALASFALT";"SPESIELL PLASSERING";"VEDLIKEHOLDSANSVARLIG";"ØVRE NOMINELLE STEINSTØRRELSE";"KOMMUNE";"KOMMUNENUMMER";"FYLKE";"FYLKESNUMMER";"RIKSVEGRUTE";"KONTRAKTSOMRÅDE";"VEGSYSTEMREFERANSE";"VEGKATEGORI";"FASE";"VEGNUMMER";"STREKNING";"DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"RETNING";"SIDEPOSISJON";"GEOMETRI"
"748776928";"241";"1";"1";"2016-10-07";"";"2020-07-08T20:53:17";"";"2406";"N/A";"";"";"Vedlikehold";"7.4";"2016-10-07";"41";"";"";"";"";"";"";"";"";"";"";"";"103";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"11";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"1211 Tunnel 2016-2021,4604 Bergen-Os-Austevoll 2021-2026,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020";"EV16 S1D1 m2293-2617";"Europaveg";"Eksisterende";"16";"1";"1";"2292.524";"2616.896";"804743";"0.35054669";"0.66193876";"WITH";"";"LINESTRING Z(-32079.798 6733990.774 3.786, -32075.5 6733987.4 3.706, -32068.3 6733981.8 3.706, -32059.2 6733974.9 3.706, -32046.3 6733964.9 3.806, -32035.5 6733956.4 3.806, -32021.5 6733945.6 3.806, -32008.3 6733935.5 3.906, -31992.91 6733923.8 4.106, -31981.2 6733914.7 4.406, -31968.09 6733904.8 4.606, -31963 6733900.8 4.506, -31957.8 6733896.9 4.406, -31947.59 6733889 4.306, -31934.59 6733879 4.106, -31922.2 6733869.3 4.006, -31910.41 6733860.1 3.91, -31906.5 6733857 3.906, -31899.41 6733851.2 3.806, -31893.41 6733845.4 3.706, -31886.5 6733838.5 3.506, -31880.2 6733831.6 3.406, -31874.7 6733824.9 3.206, -31867.91 6733816.1 2.906, -31857.8 6733802 2.706, -31847.59 6733786.9 2.606, -31840.656 6733776.486 2.515)"
"795589042";"241";"1";"1";"2017-04-26";"";"2021-08-24T11:47:54";"";"16160";"N/A";"";"";"Vedlikehold";"8.1";"2017-04-26";"40";"";"";"";"";"";"";"";"";"";"";"";"100";"Asfaltbetong";"";"Nei";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S3D1 m7922-7939";"Europaveg";"Eksisterende";"16";"3";"1";"7922.42";"7939.405";"805604";"0.23548566";"0.23725008";"WITH";"";"LINESTRING Z(-16985.749 6736100.724 42.472, -16995.2 6736106.2 42.622, -17000.442 6736109.271 42.622)"
"795589042";"241";"1";"0";"2017-04-26";"";"2021-08-24T11:47:54";"";"16160";"N/A";"";"";"Vedlikehold";"8.1";"2017-04-26";"40";"";"";"";"";"";"";"";"";"";"";"";"100";"Asfaltbetong";"";"Nei";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S3D1 m7314-7922";"Europaveg";"Eksisterende";"16";"3";"1";"7314.368";"7922.42";"805604";"0.23725008";"0.30035417";"WITH";"";"LINESTRING Z(-17000.442 6736109.271 42.622, -17005.1 6736112 42.622, -17025.6 6736126.8 46.422, -17051.6 6736141.4 47.122, -17106.8 6736164.7 47.022, -17163.1 6736184.4 44.622, -17192 6736192.3 47.722, -17230.8 6736200.4 47.722, -17289.9 6736207.2 51.122, -17319.6 6736208.7 46.622, -17389.1 6736207.7 49.422, -17458.6 6736203.5 52.222, -17548.5 6736197.1 51.921, -17587.1 6736196.02 48.322)"
"795589042";"241";"1";"0";"2017-04-26";"";"2021-08-24T11:47:54";"";"16160";"N/A";"";"";"Vedlikehold";"8.1";"2017-04-26";"40";"";"";"";"";"";"";"";"";"";"";"";"100";"Asfaltbetong";"";"Nei";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S3D1 m5944-7314";"Europaveg";"Eksisterende";"16";"3";"1";"5944.343";"7314.368";"805604";"0.30035417";"0.44254595";"WITH";"";"LINESTRING Z(-17587.1 6736196.02 48.322, -17591.4 6736195.9 47.921, -17595.2 6736195.7 47.921, -17599.6 6736195.5 48.021, -17609.1 6736194.9 48.221, -17620.1 6736193.9 48.221, -17630.6 6736193.4 48.421, -17641.6 6736192.5 48.521, -17647.8 6736191.9 48.621, -17660.3 6736190.8 48.921, -17667.6 6736189.9 49.121, -17677.8 6736189 49.321, -17689.9 6736187.3 49.621, -17698.1 6736186.1 49.621, -17711.9 6736183.1 49.621, -17725.8 6736179.8 49.521, -17740 6736175.9 49.221, -17746.9 6736173.7 49.221, -17756.4 6736170.6 49.121, -17769.4 6736166.3 49.021, -17780.5 6736162.7 49.021, -17793.6 6736156.8 48.721, -17807.2 6736150.8 48.421, -17815.8 6736146 48.221, -17825.4 6736140.5 48.221, -17831.7 6736136.7 48.221, -17837.1 6736133.1 48.221, -17842.6 6736130.3 48.121, -17857 6736121.6 48.121, -17874.1 6736109.1 47.721, -17880 6736104.2 47.421, -17885.5 6736099.7 47.021, -17891.5 6736095.2 47.021, -17895.4 6736092.3 46.921, -17898.9 6736088.9 46.721, -17909.8 6736079.6 45.521, -17919.3 6736071.4 45.121, -17925.4 6736065.7 45.021, -17933 6736058.8 44.721, -17937.2 6736055 44.621, -17944.1 6736048.7 44.521, -17949.2 6736043.7 44.221, -17960.6 6736034.3 44.021, -17972.3 6736025.6 43.921, -17983.6 6736016.8 43.721, -17988 6736013.5 43.721, -17994 6736009.5 43.621, -17999.6 6736005.6 43.521, -18004.5 6736001.9 43.521, -18012.1 6735996.9 43.521, -18018.1 6735993.5 43.521, -18026.5 6735988.3 43.621, -18034.3 6735984.2 43.721, -18045.4 6735978.3 44.221, -18050.9 6735975.5 44.221, -18058.3 6735971.7 44.621, -18063.2 6735969.5 44.621, -18076.6 6735963.9 45.021, -18090.5 6735958.8 45.221, -18104.1 6735953.6 45.421, -18118.1 6735949.2 45.721, -18131.1 6735945.7 45.721, -18145.4 6735942.5 45.921, -18160 6735938.2 46.02, -18165.8 6735936.6 46.02, -18180 6735932.3 46.22, -18187.5 6735930.5 46.22, -18202 6735926.6 46.62, -18214.5 6735923.2 46.92, -18231.9 6735917.7 47.22, -18239.8 6735915.3 47.22, -18244.8 6735913.5 47.42, -18258.8 6735908.1 47.62, -18272.4 6735902 47.92, -18276.8 6735899.9 47.92, -18285.7 6735895.8 48.12, -18290.4 6735893.6 48.12, -18295.1 6735891.2 48.02, -18299.2 6735889.1 48.02, -18308.1 6735884.4 48.02, -18309.4 6735883.6 48.02, -18321 6735876.9 48.22, -18329.8 6735872.4 48.12, -18339.6 6735867.2 48.12, -18344.6 6735864.4 48.12, -18357 6735856.6 47.92, -18364 6735852.3 47.72, -18372.7 6735847 47.52, -18380.4 6735841.6 47.22, -18386.3 6735838.2 47.22, -18393.6 6735834.5 47.02, -18402.2 6735829.9 46.92, -18410 6735825.9 46.72, -18423.6 6735819.5 46.62, -18430.6 6735815.9 46.42, -18444.1 6735809.6 46.22, -18449.9 6735806.6 46.22, -18463 6735800.3 46.22, -18470.5 6735797.1 46.22, -18484.5 6735791.8 46.22, -18498 6735786.3 46.02, -18509 6735782.5 45.92, -18523.1 6735777.9 45.42, -18533.8 6735774.7 45.22, -18541.5 6735772.8 45.12, -18556 6735769 44.92, -18562.1 6735767.4 44.72, -18576.2 6735763.6 44.42, -18588.4 6735761.3 44.22, -18598.7 6735759.1 44.12, -18613 6735755.9 44.02, -18627.5 6735753.1 43.92, -18641.7 6735751 43.72, -18653.7 6735749.1 43.72, -18668.4 6735746.6 43.72, -18683.1 6735744.1 43.52, -18698 6735742.1 43.42, -18712.7 6735740.1 43.22, -18727.5 6735738.6 43.22, -18737.3 6735737.9 43.12, -18749 6735736.7 42.92, -18763.5 6735735.6 42.52, -18778.2 6735735.1 42.42, -18792.8 6735735 42.22, -18807.4 6735734.8 42.219, -18822.1 6735735.4 42.219, -18836.9 6735735.8 42.019, -18846.446 6735736.067 41.752)"
"795589115";"241";"1";"1";"2017-05-02";"";"2021-03-08T13:47:09";"";"1321";"N/A";"";"";"Vedlikehold";"13.9";"2017-05-02";"45";"";"";"";"";"";"";"";"";"";"";"";"113";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m9861 KD1 m0-96";"Europaveg";"Eksisterende";"16";"2";"1";"9861.043";"9861.043";"804768";"0.0";"1.0";"WITH";"";"LINESTRING Z(-24052.4 6736472 15.913, -24051 6736473.8 15.913, -24049.9 6736475.8 15.913, -24049.3 6736477.3 15.913, -24048.8 6736479 15.913, -24048.4 6736481 15.913, -24048.4 6736482.9 15.913, -24048.6 6736484.9 15.913, -24049.1 6736486.8 15.913, -24049.7 6736488.6 15.913, -24050.6 6736490.2 15.913, -24051.7 6736491.8 15.913, -24053 6736493.3 15.913, -24054.4 6736494.5 15.913, -24056 6736495.5 15.913, -24057 6736496 15.913, -24061.5 6736497.4 15.913, -24062.9 6736497.6 15.913, -24064.8 6736497.5 15.913, -24066.7 6736497.3 15.913, -24068.6 6736496.7 15.913, -24070.4 6736496.1 15.913, -24071.9 6736495.2 15.913, -24072.8 6736494.4 15.913, -24074.1 6736493 15.913, -24075.4 6736491.8 15.913, -24076.5 6736490.4 15.913, -24077.2 6736489.4 15.913, -24077.7 6736488.4 15.913, -24078.1 6736487 15.913, -24078.5 6736485.6 15.913, -24078.8 6736483.9 15.913, -24078.9 6736481.8 15.913, -24078.8 6736480 15.913, -24078.4 6736478.1 15.913, -24077.7 6736476.3 15.913, -24076.9 6736474.6 15.913, -24075.8 6736473 15.913, -24074.5 6736471.5 16.213, -24073.2 6736470.4 15.913, -24071.4 6736469.2 15.913, -24069.7 6736468.2 15.913, -24067.9 6736467.6 15.913, -24066 6736467.2 15.913, -24064.1 6736467 15.913, -24062.2 6736467.1 15.913, -24060.3 6736467.3 15.913, -24058.4 6736467.9 15.913, -24056.6 6736468.7 15.913, -24055 6736469.6 15.913, -24053.5 6736470.9 15.913, -24052.4 6736472 15.913)"
"827352977";"241";"1";"1";"2017-06-06";"";"2019-11-25T11:50:02";"";"498";"N/A";"";"";"Vedlikehold";"7.1";"2017-06-06";"42";"";"";"";"";"";"";"";"";"";"";"";"105";"Skjelettasfalt";"Begge kjørefelt";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"1211 Tunnel 2016-2021,4604 Bergen-Os-Austevoll 2021-2026,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020";"EV16 S1D50 m5-75";"Europaveg";"Eksisterende";"16";"1";"50";"5.0";"75.0";"805606";"0.06878006";"0.9468374";"WITH";"";"LINESTRING Z(-32065 6733986.2 3.506, -32063 6733988.9 3.306, -32052.7 6734002.4 2.706, -32042.5 6734015.6 2.606, -32030.2 6734031.5 2.206, -32026.2 6734036.6 2.206, -32022.2 6734041.9 2.106)"
"844216049";"241";"2";"1";"2020-06-02";"";"2021-02-10T12:14:30";"";"35211";"N/A";"";"";"Vedlikehold";"8.63";"2017-05-08";"44";"";"";"";"";"";"";"";"";"";"";"";"110";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m9856-9856";"Europaveg";"Eksisterende";"16";"2";"1";"9855.799";"9856.042";"804741";"5.0703E-4";"5.317E-4";"WITH";"";"LINESTRING Z(-24068.22 6736502.063 15.913, -24068.294 6736502.295 15.913)"
"844216049";"241";"2";"0";"2020-06-02";"";"2021-02-10T12:14:30";"";"35211";"N/A";"";"";"Vedlikehold";"8.63";"2017-05-08";"44";"";"";"";"";"";"";"";"";"";"";"";"110";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m9506-9856";"Europaveg";"Eksisterende";"16";"2";"1";"9505.811";"9855.799";"804741";"5.317E-4";"0.03602039";"WITH";"";"LINESTRING Z(-24068.294 6736502.295 15.913, -24069.7 6736506.7 15.913, -24072.2 6736515.1 15.913, -24076.2 6736530.2 15.913, -24082.2 6736554.1 15.913, -24083.9 6736560.2 16.213, -24087.4 6736573.2 16.313, -24091.4 6736587.2 17.013, -24094.9 6736601.3 17.513, -24097.2 6736609.8 17.813, -24100.1 6736619.1 18.313, -24104.4 6736633.2 18.313, -24109.2 6736651.3 18.413, -24114 6736665.3 18.813, -24118.9 6736678.9 19.013, -24121.3 6736686.2 19.513, -24125.7 6736699.8 20.213, -24129.8 6736710.4 20.813, -24132 6736717.1 21.513, -24136.1 6736728.1 21.813, -24142.3 6736744.2 23.013, -24147.9 6736757.6 23.513, -24153.4 6736771.2 24.813, -24158.8 6736784.5 25.212, -24164.8 6736798 26.112, -24175.9 6736824.6 26.912, -24180 6736833 27.312)"
"844216049";"241";"2";"0";"2020-06-02";"";"2021-02-10T12:14:30";"";"35211";"N/A";"";"";"Vedlikehold";"8.63";"2017-05-08";"44";"";"";"";"";"";"";"";"";"";"";"";"110";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m6711-9506";"Europaveg";"Eksisterende";"16";"2";"1";"6710.851";"9505.811";"804741";"0.03602039";"0.31942431";"WITH";"";"LINESTRING Z(-24180 6736833 27.312, -24181.3 6736835.6 27.412, -24187.3 6736848.6 28.212, -24193.6 6736861.7 28.712, -24199.2 6736875.6 29.112, -24204.7 6736889.1 29.312, -24210.3 6736902.1 29.512, -24216.1 6736915.5 30.012, -24219 6736922.9 30.112, -24223.8 6736936 30.212, -24228.5 6736949.5 30.512, -24234.2 6736964.1 31.212, -24237.6 6736973.5 31.312, -24241.2 6736986.5 32.012, -24245 6737000.1 32.612, -24248.7 6737013.7 33.212, -24251.9 6737027.8 34.212, -24253.5 6737037.7 34.612, -24254.9 6737051.8 35.512, -24256.9 6737066 36.112, -24257.8 6737080.6 36.512, -24258.5 6737092.1 37.612, -24259.1 6737105.9 38.212, -24259.6 6737119.1 38.412, -24259.5 6737128.6 38.912, -24260 6737138.3 39.712, -24260.3 6737149.7 40.212, -24260 6737164.7 40.512, -24260 6737171.1 40.612, -24260.1 6737179.2 40.712, -24260 6737193.7 41.712, -24260.2 6737203.8 41.712, -24260.7 6737211.2 42.112, -24261.7 6737225.8 44.212, -24261.8 6737240.4 44.512, -24263.2 6737260.3 45.512, -24264.3 6737274.8 45.512, -24267.9 6737296.7 45.712, -24269.6 6737310.1 45.712, -24271.4 6737318.8 45.712, -24274.3 6737332.3 45.712, -24276.8 6737344.6 45.712, -24282.6 6737365.1 45.712, -24285.6 6737380.1 45.712, -24287 6737386.5 45.712, -24290.3 6737400.2 45.712, -24293.8 6737413.8 45.712, -24295.8 6737422.2 45.712, -24299.4 6737436.4 45.712, -24302.4 6737447.9 45.512, -24306.1 6737461.5 45.212, -24309.3 6737475.5 45.212, -24311.7 6737484.2 45.212, -24315.3 6737498.2 45.112, -24318.6 6737511.9 45.112, -24321.2 6737524 45.112, -24322.9 6737534.1 45.112, -24325.4 6737546.2 45.112, -24327.8 6737560.1 45.112, -24330.2 6737572.4 45.012, -24332 6737586.7 44.412, -24333.2 6737596.6 44.212, -24335 6737611.3 44.212, -24337.7 6737631.9 43.712, -24339 6737646 43.712, -24340.4 6737655.6 43.212, -24342.6 6737669.8 42.712, -24344.1 6737684.6 41.712, -24345 6737700 41.612, -24346.7 6737713.9 40.612, -24347.2 6737734.1 39.112, -24347.4 6737742.2 38.412, -24348.9 6737756.2 38.812, -24348.8 6737766.3 39.612, -24349.4 6737781.8 41.312, -24349.2 6737794.4 42.712, -24349.1 6737808.1 42.912, -24348.5 6737821.1 42.912, -24348.4 6737835.5 42.612, -24348.3 6737849.2 42.512, -24348 6737863.6 42.212, -24346.7 6737886.7 41.212, -24346 6737900.9 41.112, -24344.4 6737921.6 40.412, -24343.9 6737932.9 40.212, -24343.9 6737948.1 40.212, -24342.2 6737963.1 40.012, -24340.4 6737976 39.712, -24339 6737990.7 39.712, -24338.9 6738005.6 39.712, -24337.4 6738019.2 39.712, -24335.9 6738034.2 39.612, -24334.1 6738048.3 39.412, -24332.1 6738062.7 39.212, -24330.1 6738076.6 38.712, -24327.5 6738090.8 38.712, -24323.3 6738112.4 38.712, -24321.5 6738125.8 38.712, -24319.6 6738139.3 38.512, -24317.8 6738152.2 38.212, -24315.3 6738167.3 38.112, -24313.8 6738181.5 37.912, -24310.7 6738196.1 37.912, -24309.5 6738209.6 37.912, -24307.8 6738221.9 37.912, -24305.9 6738231.3 37.712, -24304.7 6738240 37.912, -24302 6738255.2 37.912, -24300.1 6738269.2 38.012, -24298.1 6738283.3 38.212, -24296.5 6738295.7 38.212, -24295.1 6738305.6 38.212, -24293.6 6738319.6 38.212, -24290.9 6738334.1 38.212, -24288.6 6738348.8 38.412, -24286.9 6738360.7 38.512, -24284.7 6738374.5 38.512, -24282.8 6738385 38.912, -24281 6738399 38.912, -24279 6738413 39.012, -24277.5 6738426.8 39.612, -24275.5 6738441 40.112, -24273.2 6738455 40.112, -24271.2 6738469.8 40.512, -24269.9 6738479.5 40.912, -24267.6 6738493.7 41.112, -24265.7 6738505.5 41.112, -24263.4 6738519.8 41.112, -24260.1 6738533.8 41.912, -24258.7 6738548.4 42.612, -24256.7 6738562 42.712, -24253.8 6738576.4 42.912, -24251.7 6738591.1 43.212, -24250.3 6738605.3 43.912, -24249.1 6738618.8 44.512, -24246.5 6738632.8 45.412, -24245.1 6738648.1 45.912, -24243.9 6738661.1 46.612, -24242.3 6738677.1 47.112, -24241 6738691.2 47.712, -24239.6 6738705.4 48.712, -24239.6 6738714.9 49.112, -24239.9 6738729.3 49.212, -24240 6738743 50.012, -24239.5 6738757.9 50.612, -24239.7 6738771.5 50.912, -24239.4 6738785.3 51.512, -24239.1 6738800.3 51.912, -24239 6738821.6 52.912, -24240.9 6738861.2 53.312, -24241.7 6738866.4 53.812, -24242.4 6738871.6 54.312, -24243.1 6738876.1 54.712, -24244.2 6738881.8 55.712, -24246.2 6738901.8 56.612, -24247.9 6738911.2 56.812, -24248.8 6738919 57.112, -24249.8 6738926.4 57.512, -24251.1 6738941.6 58.112, -24251.6 6738947.6 58.212, -24254.5 6738962.9 58.912, -24256 6738973.8 59.312, -24257.6 6738979.5 59.512, -24259.8 6738992.7 60.412, -24261 6739000.7 60.512, -24262.9 6739015.1 61.312, -24264.1 6739022.6 61.812, -24266 6739032.3 62.112, -24267.5 6739042.3 62.612, -24269.1 6739050.4 63.012, -24271.4 6739061.7 63.712, -24272.5 6739067.1 63.812, -24277.1 6739081.5 64.112, -24281.2 6739095.6 64.612, -24284 6739107 65.512, -24287.6 6739121.3 65.612, -24290.4 6739132 65.912, -24293 6739142.2 66.312, -24297.4 6739156.1 67.112, -24302 6739170.1 67.112, -24305.9 6739181.2 68.312, -24309.6 6739195.4 68.612, -24311.4 6739201.8 69.112, -24316.3 6739215.7 69.312, -24320.2 6739227.5 69.812, -24324.4 6739240.3 70.412, -24327.2 6739250.3 71.112, -24331.7 6739265.2 72.412, -24334.1 6739273.3 72.412, -24338.8 6739287.7 73.312, -24344.6 6739307.2 73.912, -24346.7 6739316.1 74.612, -24350.2 6739328.8 74.812, -24355.2 6739348.4 75.912, -24357.7 6739360.2 76.112, -24363.2 6739388.1 77.112, -24365.4 6739398.9 77.512, -24368 6739412.3 77.912, -24370.2 6739425.4 78.312, -24371.2 6739430.4 78.912, -24372.2 6739437.7 79.112, -24374.9 6739453.1 79.612, -24377.9 6739467.7 80.112, -24378.2 6739472.6 80.312, -24380 6739481.8 80.812, -24382.2 6739496.9 81.012, -24386.6 6739521.1 81.612, -24389.6 6739538.3 82.612, -24391.9 6739552.3 83.112, -24394.7 6739567.2 83.612, -24396.761 6739576.843 83.53)"
"844216049";"241";"2";"0";"2020-06-02";"";"2021-02-10T12:14:30";"";"35211";"N/A";"";"";"Vedlikehold";"8.63";"2017-05-08";"44";"";"";"";"";"";"";"";"";"";"";"";"110";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m6151-6711";"Europaveg";"Eksisterende";"16";"2";"1";"6150.853";"6710.851";"804741";"0.31942431";"0.37620706";"WITH";"";"LINESTRING Z(-24396.761 6739576.843 83.53, -24397.2 6739578.9 83.512, -24401.6 6739599.4 84.612, -24414.3 6739668.1 85.012, -24428.6 6739746.7 86.112, -24442.2 6739825.4 86.112, -24451.5 6739894.6 84.712, -24454.4 6739954.4 84.912, -24454.3 6740014.5 85.912, -24454.1 6740084.5 84.412, -24456.773 6740131.667 80.211)"
"844216049";"241";"2";"0";"2020-06-02";"";"2021-02-10T12:14:30";"";"35211";"N/A";"";"";"Vedlikehold";"8.63";"2017-05-08";"44";"";"";"";"";"";"";"";"";"";"";"";"110";"Skjelettasfalt";"";"Ja";"";"";"";"";"";"";"";"";"16";"Bergen";"4601";"Vestland";"46";"RUTE5C 2014-2023 / 2018-2029";"T1260 Hordaland vest 2016-2022,1211 Tunnel 2016-2021,E1260 Hordaland vest 2016-2022,1202 Stor-Bergen 2020-2021,1202 Stor-Bergen 2015-2020,9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9304 Bergen 2021-2026";"EV16 S2D1 m5776-6151";"Europaveg";"Eksisterende";"16";"2";"1";"5775.855";"6150.853";"804741";"0.37620706";"0.41423122";"WITH";"";"LINESTRING Z(-24456.773 6740131.667 80.211, -24456.9 6740133.9 80.012, -24457 6740136.5 80.012, -24457.6 6740140.2 80.012, -24458.7 6740145.4 80.012, -24459.7 6740150.5 80.012, -24461.7 6740161.4 80.012, -24463.7 6740175.2 80.012, -24465.3 6740180.9 79.912, -24469.4 6740195.3 79.612, -24473.9 6740208.9 79.612, -24478.2 6740223.2 79.312, -24483.1 6740235.3 78.912, -24485.3 6740241.4 78.912, -24489 6740249.1 78.612, -24494.1 6740259 78.512, -24500.7 6740271.2 78.312, -24507.4 6740284.1 78.112, -24510.5 6740289.3 78.012, -24513 6740293.4 78.012, -24517.5 6740300.2 77.912, -24521.3 6740305.2 77.812, -24529.8 6740316.8 77.612, -24538.2 6740328.2 77.412, -24544.9 6740336.1 77.312, -24549.6 6740341.5 77.112, -24558.4 6740352.6 77.112, -24562.861 6740357.01 77.112, -24573.9 6740369.1 76.612, -24589.5 6740383 76.312, -24596.7 6740389.4 76.212, -24607.1 6740396.9 76.012, -24621.4 6740407.3 75.712, -24636.6 6740418 75.412, -24649.8 6740425.9 75.212, -24658.274 6740430.973 75.045)"
